RANK,TIME,ATHLETE/TEAM,GRADE,MEET DATEPLACE
717,10:52.31,LUIS VELAZQUEZShenandoah Valley,2020,"PIAA District XI AA Championship6thMay 15, 2019 - May 16, 2019"
718,10:52.37,SCOTT HUSTSlippery Rock Area,2021,"20th City of Hermitage Track and Field Invitational18thApr 27, 2019"
719,10:52.46,JOSEPH RICCIARDIUpper Darby,2020,"Central League Individual Champs13thMay 8, 2019"
720,10:52.49,ZACHARY RYANHatboro Horsham,2022,"SOL American Conference Championships14thMay 10, 2019 - May 11, 2019"
721,10:52.51,TEDDY KOVENPalisades,2020,"EPC/Colonial Conference Championships8thMay 7, 2019 - May 8, 2019"
722,10:52.54,KYLE BUCHHEISTERShippensburg,2021,"31st New Balance Pan-Ram Invitational23rdApr 13, 2019"
723,10:52.61,JOSEPH O'CONNELLWest Mifflin,2019,"Big South Championship3rdApr 24, 2019"
724,10:52.74,NATHANIEL PAULUpper Saint Clair,2021,"46th Annual Baldwin Invitational32ndMay 3, 2019"
725,10:52.78,BEN ZONSHAYNLower Moreland,2020,"Bicentennial Athletic League Championships11thMay 8, 2019 - May 9, 2019"
726,10:52.97,BEN WITTUniontown Area,2019,"Fayette County Coaches Association Championships2ndApr 27, 2019"
727,10:53.03,GAVYN HANSOTTENew Castle,2021,"TSTCA Outdoor Championship13thApr 13, 2019"
728,10:53.07,JOSHUA HELLMANNNorth Penn,2022,"SOL Continental Conference Championships17thMay 10, 2019 - May 11, 2019"
729,10:53.30,PHILIP BEZASLiberty,2021,"Parkland @ Liberty4thApr 8, 2019"
730,10:53.37,PIERE ALLARDEastern York,2019,"Arctic Blast Invitational9thApr 13, 2019"
731,10:53.50,NOAH SPAYDCentral Dauphin East (CD East),2022,"31st New Balance Pan-Ram Invitational24thApr 13, 2019"
732,10:53.60,MASON BROWNEmmaus,2020,"Liberty vs Emmaus6thApr 11, 2019"
733,10:53.66,GARRETT KUHNSeneca,2022,"34th McDowell Invitational9thApr 27, 2019"
734,10:53.69,KEVIN WHALENWest Chester Rustin,2019,"Ches-Mont Championship29thMay 8, 2019"
735,10:53.73,ETHAN NANNENSmethport Area,2020,"Coudersport Sports Booster Invitational7thMay 3, 2019"
736,10:53.84,CHASE BURDICKSmethport Area,2021,"Coudersport Sports Booster Invitational8thMay 3, 2019"
737,10:53.99,PAUL FAGGIOLIStrath Haven,2021,"Strath Haven, Harriton @ Radnor1stApr 23, 2019"
737,10:53.99,LIAM PRICECentral Bucks West,2021,"CB East, Souderton at CB West7thApr 16, 2019"
739,10:54.05,JONATHAN ANDERSONDock Mennonite Academy,2020,"Bicentennial Athletic League Championships12thMay 8, 2019 - May 9, 2019"
740,10:54.23,ANTHONY RAGANPittsburgh Central Catholic,2021,"Pine-Richland Invitational34thMay 3, 2019"
741,10:54.30,CADE MCLAUGHLINBerks Catholic,2021,"2019 BCIAA Firing Championship24thMay 9, 2019 - May 11, 2019"
742,10:54.40,JACOB ORRICOLiberty,2022,"Whitehall @ Liberty1stApr 25, 2019"
743,10:54.41,ROBERT GRAYMountain View Junior Senior High School,2019,"PIAA District 2 AA Championship12thMay 15, 2019"
744,10:54.44,BRYCE GRAYCentral Mountain,2021,"PHAC Track and Field Championships 201919thMay 11, 2019"
745,10:54.52,JACOB FREDERICKCumberland Valley,2020,"18th Bruce Dallas Invitational23rdApr 6, 2019"
746,10:54.54,ETHAN ZEHRadnor,2019,"Lower Merion vs Radnor and Springfield1stApr 3, 2019"
747,10:54.55,MAHDI BOUCHEKOUKEast Stroudsburg Area South,2020,"Red & Black Invitational37thApr 18, 2019"
748,10:54.56,GABRIEL EBERSOLEAltoona Area Junior Varsity,2022,"31st New Balance Pan-Ram Invitational25thApr 13, 2019"
749,10:54.66,JACK FLYNNPope John Paul II,2021,"12th Annual Viking Invitational11thApr 13, 2019"
750,10:54.68,AIDAN KELLEYAltoona Area Junior Varsity,2022,"31st New Balance Pan-Ram Invitational26thApr 13, 2019"
751,10:54.70,BRADY PITZERSpring Grove,2020,"YAIAA Track and Field League Championships21stMay 10, 2019"
752,10:54.79,ALEX HARTINCentral Bucks West,2021,"SOL Continental Conference Championships18thMay 10, 2019 - May 11, 2019"
753,10:54.86,CHAU NGUYENCentral,2019,"31st Father Judge Relays24thApr 17, 2019"
754,10:54.91,JACK LOEPERBishop Shanahan,2021,"Avon Grove vs. Bishop Shanahan1stApr 3, 2019"
755,10:55.05,ROBBIE KOENNECKEROctorara,2019,"Lebanon-Lancaster League Championship23rdMay 10, 2019 - May 11, 2019"
756,10:55.19,TYLER WOOLSEYPerkiomen Valley,2020,"Pioneer Athletic Conference Championship32ndMay 10, 2019 - May 11, 2019"
757,10:55.22,TIM KERRCorry Area,2019,"20th City of Hermitage Track and Field Invitational19thApr 27, 2019"
758,10:55.23,JON MISHICKane Area,2022,"22nd Annual LHU High School Classic29thApr 27, 2019"
759,10:55.30,IAN HARRINGTONCalvary Christian Academy,2020,"Bicentennial Athletic League Championships13thMay 8, 2019 - May 9, 2019"
760,10:55.36,WILLIAM MURPHYCarlisle,2022,"Carlisle vs Cumberland Valley5thApr 23, 2019"
761,10:55.37,WES RODUVincentian Academy,2020,"Northern Area Last Chance11thMay 7, 2019"
762,10:55.39,PATRICK DRISCOLLPenn Trafford,2021,"Lady Spartan/Wildcat Invitational15thApr 13, 2019"
763,10:55.46,TREVER WEIDMANBangor Area,2022,"EPC/Colonial Conference Championships9thMay 7, 2019 - May 8, 2019"
764,10:55.47,MATTHEW REPKEEpiscopal Academy,2020,"Inter-Ac League Championships11thMay 9, 2019 - May 11, 2019"
765,10:55.50,TRAVIS LAHRNazareth Area,2020,"Liberty vs Nazareth2ndApr 15, 2019"
766,10:55.64,JAYDEN HIESTERHamburg Area,2020,"90th Annual John H. Shaner Memorial Track Meet24thMay 3, 2019 - May 4, 2019"
767,10:55.68,TREY WEUNSKIMcDowell,2019,"Harbor Creek Track & Field Invitational8thApr 13, 2019"
768,10:55.71,ASHTON CROWNOVERPhilipsburg-Osceola Area,2022,"PIAA District 6 AA Championships13thMay 15, 2019"
769,10:55.78,JOSEPH BUJDOSIndiana Area,2019,"Punxsutawney vs. Indiana/Hollidaysburg3rdApr 30, 2019"
770,10:55.97,AUSTIN GOWSusquehanna Community,2021,"The Robert Spagna Championship12thMay 7, 2019"
771,10:56.20,TIM PURCELLFather Judge,2020,"PCL Boys Meet #1 - Father Judge1stApr 1, 2019"
772,10:56.47,TREVOR SCHOENEMANNNeshaminy,2020,"Montgomery Memorial Track and Field Meet8thMay 2, 2019"
773,10:56.49,ELIJAH SHIVELYShippensburg,2020,"Antrim Way Honda Rt. 16 Last Chance Invite5thMay 6, 2019"
774,10:56.53,NICK ABEGGMoon Area,2020,"TSTCA Outdoor Championship15thApr 13, 2019"
775,10:56.61,MITCHELL FEYLHoly Ghost Preparatory School,2020,"Bensalem Invitational11thApr 13, 2019"
776,10:56.62,KAVI GANDHIWesttown School,2021,"Friends League Championships6thMay 11, 2019"
777,10:56.63,JUSTIN MASCILLIPlum,2020,"Rock Relays9thApr 20, 2019"
778,10:56.67,MATT BERZONSKYIndiana Area,2019,"Punxsutawney vs. Indiana/Hollidaysburg4thApr 30, 2019"
779,10:56.70,EZEKIEL COLYERNorthampton Area,2022,"Northampton @ Whitehall3rdApr 29, 2019"
780,10:56.79,HENRY ANDERSONChartiers Valley,2020,"TSTCA Outdoor Championship16thApr 13, 2019"
781,10:56.99,ANGEL PATINOWest Mifflin,2021,"Big South Championship4thApr 24, 2019"
781,10:56.99,VIRAJ THOMASSpringfield (Delco),2021,"Central League Individual Champs14thMay 8, 2019"
783,10:57.03,XANDER RAYBURGBaldwin,2021,"46th Annual Baldwin Invitational34thMay 3, 2019"
784,10:57.07,JOSIAH HEARNConnellsville,2019,"Lady Spartan/Wildcat Invitational16thApr 13, 2019"
785,10:57.15,KEVEN PEREZManheim Township,2020,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med23rdApr 26, 2019"
786,10:57.16,TYHIR SCOTTSchool of the Future,2019,"Lower Merion Invitational15thMay 4, 2019"
787,10:57.19,NOAH SHABAHANGLewisburg Area,2020,"22nd Annual LHU High School Classic30thApr 27, 2019"
788,10:57.24,CONNOR GRAYAvon Grove,2019,"Avon Grove vs. Bishop Shanahan3rdApr 3, 2019"
789,10:57.30,TANNER ALLISONJersey Shore Area,2020,"Danville at Jersey Shore2ndMar 27, 2019"
789,10:57.30,BROCK OVERLANDERDonegal,2021,"Lebanon-Lancaster League Championship24thMay 10, 2019 - May 11, 2019"
791,10:57.38,MATTHEW SWEINHARTEastern Lebanon County,2020,"Lebanon-Lancaster League Championship25thMay 10, 2019 - May 11, 2019"
792,10:57.50,MAGNUM VINCENTFranklin Area,2021,"West Middlesex Invitational5thApr 6, 2019"
793,10:57.58,DYLAN STAHLFreedom (11),2022,"Red & Black Invitational38thApr 18, 2019"
794,10:57.59,JACKSON BAERMount Lebanon,2021,"West Mifflin Freshman/Sophomore Invitational2ndMay 4, 2019"
795,10:57.69,KAIDEN SMITHThomas Jefferson,2021,"46th Annual Baldwin Invitational35thMay 3, 2019"
796,10:57.77,CHARLES SITAGreat Valley,2022,"12th Annual Viking Invitational13thApr 13, 2019"
797,10:57.82,DECLAN FITZGERALDNotre Dame Green Pond,2021,"EPC/Colonial Conference Championships10thMay 7, 2019 - May 8, 2019"
798,10:57.87,CONRAD LLOYDKeystone,2021,"Redbank Invitational6thMay 9, 2019"
799,10:57.92,YUNAR SESMASKiski Area,2021,"46th Annual Baldwin Invitational36thMay 3, 2019"
800,10:57.93,EVAN KLINGERDanville Area,2022,"Central Mountain vs Danville Area1stMay 7, 2019"
801,10:58.00,SEAN HAMILTONRoman Catholic,2020,"PCL Boys Meet #2 - LaSalle1stApr 8, 2019"
801,10:58.00,MARCUS MURPHYSaint Joseph's Prep,2020,"PCL Boys/Girls Meet #5 - Cardinal O'Hara1stApr 29, 2019"
803,10:58.06,CRAIG STENSTROMUpper Dublin,2020,"Trojan Track Classic8thMay 2, 2019"
804,10:58.07,MASON MEADSRed Lion,2020,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med24thApr 26, 2019"
805,10:58.09,GAVIN ROSSAbington Heights,2022,"PIAA District 2 AAA Championship11thMay 16, 2019"
806,10:58.13,IAN KOVATCHValley View,2021,"The Robert Spagna Championship13thMay 7, 2019"
807,10:58.21,COLE CHUKOSKIENorthwestern Lehigh,2022,"EPC/Colonial Conference Championships11thMay 7, 2019 - May 8, 2019"
808,10:58.40,VINCENT SCAUZZOThe Haverford School for Boys,2020,"Warrior Invitational26thApr 12, 2019"
809,10:58.43,ZACK WENDELWilson (3),2022,"90th Annual John H. Shaner Memorial Track Meet26thMay 3, 2019 - May 4, 2019"
810,10:58.50,BEN SHIMEREmmaus,2020,"Emmaus @ Parkland7thApr 29, 2019"
811,10:58.61,CODY SPIEGELWilliamsport Area,2020,"Williamsport at Shikellamy6thApr 16, 2019"
812,10:58.66,ROBBY PATANEPenncrest,2019,"Central League Individual Champs15thMay 8, 2019"
813,10:58.78,CALEB WILLISMcDowell,2022,"Harbor Creek Track & Field Invitational9thApr 13, 2019"
814,10:58.93,RYAN WHITEDuBois Area,2022,"Redbank Invitational7thMay 9, 2019"
815,10:58.95,DREW WHITESIDESouth Fayette High School,2020,"46th Annual Baldwin Invitational37thMay 3, 2019"
816,10:59.00,MORGAN GAVITTHughesville,2022,"Hughesville v. Montgomery2ndMay 7, 2019"
817,10:59.10,MICHAEL CAROLANFather Judge,2022,"PCL Boys Meet #5 - LaSalle5thApr 29, 2019"
818,10:59.17,KAIGAN STROOPTowanda,2020,"Lasagna Invitational14thApr 26, 2019"
819,10:59.20,LANDON SCHMADERDuBois Central Catholic High School,2022,"21st Demans Team Sports Brookville Invitational7thApr 13, 2019"
820,10:59.36,STEPHEN ROWLEYHanover Area,2021,"PIAA District 2 AA Championship13thMay 15, 2019"
821,10:59.40,JOSHUA BEDILewisburg Area,2019,"Shamokin vs Lewisburg6thMay 1, 2019"
822,10:59.48,SAM CHRYSTALMount Lebanon,2021,"Mount Lebanon Invitational10thMar 30, 2019"
823,10:59.70,JASON THOMASCentral Dauphin East (CD East),2022,"CD East @ State College3rdApr 30, 2019"
823,10:59.70,LOGAN LONGHughesville,2022,"Hughesville v. Montgomery3rdMay 7, 2019"
823,10:59.70,RYAN MOFFETTSeneca Valley,2019,"Rock Relays10thApr 20, 2019"
826,10:59.82,IAN JACKSONNeshannock,2019,"Pine-Richland Invitational35thMay 3, 2019"
827,10:59.90,REUBEN THOMASCumberland Valley,2022,"Cumberland Valley @ State College5thApr 9, 2019"
828,10:59.96,ETHAN HOEYBaldwin,2019,"Butler Invitational - 55th Annual42ndApr 18, 2019"
829,10:59.97,ALEX DUFFUSFranklin Regional,2022,"Pine-Richland Invitational36thMay 3, 2019"
830,11:00.00,ALEX PATTONWyalusing Valley Area,2020,"Athens, Wyalusing, @ Canton3rdApr 30, 2019"
831,11:00.15,GRANT HAWBAKERSouthern Huntingdon,2022,"PIAA District 6 AA Championships14thMay 15, 2019"
832,11:00.18,ZACK SNYDERElizabeth Forward,2020,"TSTCA Outdoor Championship18thApr 13, 2019"
833,11:00.25,JASON WOODWarrior Run,2022,"PHAC Track and Field Championships 201921stMay 11, 2019"
834,11:00.46,MAX MILLERGreat Valley,2021,"Chesmont American Division Super Meet16thApr 3, 2019 - Apr 10, 2019"
835,11:00.49,PETER SWINDALMount Lebanon,2021,"Mount Lebanon Invitational11thMar 30, 2019"
836,11:00.50,AIZAK NIMMOTowanda,2020,"Towanda vs Williamson and Canton1stApr 9, 2019"
837,11:00.65,AMAN DANIELPalmyra,2020,"18th Bruce Dallas Invitational24thApr 6, 2019"
838,11:00.68,CONNOR COVARTPleasant Valley High School,2020,"Red & Black Invitational41stApr 18, 2019"
839,11:00.73,JACK BALLENGERThe Haverford School for Boys,2020,"Inter-Ac League Championships12thMay 9, 2019 - May 11, 2019"
840,11:00.75,SCOTT BLENDERHarriton,2020,"Boys: Upper Darby v Springfield v Harriton v Haverford7thApr 10, 2019"
841,11:01.01,RAINE GRATZMILLERButler,2022,"Butler Invitational - 55th Annual46thApr 18, 2019"
842,11:01.31,JACOB HEWESOxford Area,2019,"Chesmont American Division Super Meet17thApr 3, 2019 - Apr 10, 2019"
843,11:01.52,CONNOR LAIRDNorthern Bedford,2021,"Tri-State4thApr 24, 2019"
844,11:01.57,COLIN WOODCentral Bucks South,2020,"SOL Continental Conference Championships21stMay 10, 2019 - May 11, 2019"
845,11:01.80,DAVID FRIEDENBERGDanville Area,2022,"Danville at Jersey Shore3rdMar 27, 2019"
845,11:01.80,MARC ALLERHEILIGENState College Area High School,2019,"Mifflin County @ State College5thMar 26, 2019"
847,11:01.95,GRIFFIN KELLERBerwick,2019,"Northwest Rangers Invitational6thApr 12, 2019"
848,11:02.04,DAWSON FRENCHEpiscopal Academy,2024,"Germantown Academy vs. Episcopal Academy3rdApr 23, 2019"
849,11:02.08,ROBBY COLSONWest Chester Henderson,2021,"Coatesville vs. Henderson and Avon Grove14thMar 27, 2019"
850,11:02.51,AIDAN RISPOLIAltoona Area,2020,"Penn Hills @ Altoona4thApr 23, 2019"
851,11:02.60,AIDEN DUFALWilson Area (11),2021,"Tamaqua vs Southern Lehigh vs Southern Lehigh5thApr 30, 2019"
852,11:02.66,CLAYTON SAKALOUSKYGreater Latrobe,2020,"Pine-Richland Invitational37thMay 3, 2019"
853,11:02.70,BRANDON BOYERJames Buchanan,2021,"Arctic Blast Invitational12thApr 13, 2019"
854,11:02.81,ALEX STAUDFox Chapel Area,2022,"Butler 9th/10th Grade Invitational6thApr 25, 2019"
855,11:03.00,ALEFF TESHOMETaylor Allderdice,2022,"46th Annual Baldwin Invitational40thMay 3, 2019"
856,11:03.06,EVAN BEERSLehighton,2019,"Tamaqua Blue Raider Invitational1stApr 12, 2019"
857,11:03.16,WILLIAM SARGENTEpiscopal Academy,2022,"Germantown Academy vs. Episcopal Academy4thApr 23, 2019"
858,11:03.17,JARED KRICKDelaware Valley,2019,"The Robert Spagna Championship15thMay 7, 2019"
859,11:03.28,LIAM CLYMAAltoona Area,2020,"Penn Hills @ Altoona5thApr 23, 2019"
860,11:03.54,BRENDAN MCGINNISPhoenixville Area,2019,"Twin Valley Invitational13thApr 18, 2019"
861,11:03.63,LUKE HARRDINGGateway,2022,"BAC League Championships1stMay 3, 2019"
862,11:03.78,FINN SWEENEYOur Lady Of Sacred Heart,2021,"West Mifflin Last Chance Meet9thMay 7, 2019"
863,11:04.00,JAKE NAHASNorth Schuylkill,2019,"Blue Mountain @ North Schuylkill4thMar 27, 2019"
864,11:04.02,JACK DAVIDSONWest Chester Henderson,2021,"Coatesville vs. Henderson and Avon Grove15thMar 27, 2019"
865,11:04.19,THOMAS HAYDTCrestwood,2021,"Northwest Rangers Invitational7thApr 12, 2019"
866,11:04.26,NOAH BOWERSMifflin County High School,2019,"Mifflin County vs Cumberland Valley4thApr 2, 2019"
867,11:04.30,KARL SCHAFSTELLERNorth Penn,2021,"Knights Invitational5thApr 4, 2019"
868,11:04.33,NICK COYMontrose,2020,"Doug Quinney Invite6thApr 13, 2019"
869,11:04.36,THOMAS LEEHoly Cross High School,2021,"New York Relays42ndApr 20, 2019"
870,11:04.43,HAYDEN SOMMERSWest Chester Rustin,2021,"Warrior Invitational29thApr 12, 2019"
871,11:04.50,JADEN HEPNERNorthern,2022,"Northern Twilight Invitational4thMay 6, 2019"
872,11:04.59,ZEBULAN SMOYERBellefonte Area,2019,"Mountain League Championships5thMay 7, 2019"
873,11:04.70,OWEN NETTLESNew Hope-Solebury,2021,"BAL League (NHS-DMA-Calvary)1stApr 2, 2019"
874,11:04.75,JACOB ENGELUpper Saint Clair,2019,"TSTCA Outdoor Championship20thApr 13, 2019"
875,11:04.85,GRAHAM HAUPTSchuylkill Valley,2020,"Oley Valley at Schuylkill Valley1stApr 23, 2019"
876,11:04.90,CONNOR MURRAYLewisburg Area,2022,"Shamokin vs Lewisburg7thMay 1, 2019"
877,11:05.00,DANIEL SMITHBethlehem Catholic,2022,"BECA, ACC @Freedom1stApr 25, 2019"
878,11:05.21,NOLAN MCMAHONMethacton,2020,"12th Annual Viking Invitational14thApr 13, 2019"
879,11:05.25,NOAH RODGERSJim Thorpe Area,2019,"Schuylkill League Track and Field Championships11thMay 7, 2019 - May 8, 2019"
880,11:05.28,REID POWERSEpiscopal Academy,2020,"Episcopal Academy v Springside Chestnut Hill Academy1stApr 17, 2019"
881,11:05.31,JOHN JUSZYNSKIQuakertown,2022,"SOL Continental Conference Championships22ndMay 10, 2019 - May 11, 2019"
882,11:05.40,BEN GRAHAMNorthern,2019,"Northern Twilight Invitational5thMay 6, 2019"
883,11:05.70,EMMET JAMIESONPunxsutawney Area,2020,"Punxsutawney vs. Indiana/Hollidaysburg7thApr 30, 2019"
884,11:05.71,KRYSTOF PURTELLBeaver Area,2022,"MAC Meet14thApr 24, 2019"
885,11:05.76,BRANDON MARZULANorth Allegheny,2022,"Butler 9th/10th Grade Invitational7thApr 25, 2019"
886,11:05.86,MARCUS OSMOLINSKIAltoona Area,2019,"31st New Balance Pan-Ram Invitational31stApr 13, 2019"
887,11:05.89,AC DEEMERDuBois Area,2022,"Mars Varsity Invitational14thApr 26, 2019"
888,11:05.94,MATT MILESSpringside Chestnut Hill Academy,2020,"Episcopal Academy v Springside Chestnut Hill Academy2ndApr 17, 2019"
889,11:05.95,LANE MACYPortage Area,2021,"PIAA District 6 AA Championships16thMay 15, 2019"
890,11:05.98,NATHAN BALLAYMcDowell,2022,"PIAA District 10 Class AAA Championships12thMay 18, 2019"
891,11:06.00,MIKE STECArchbishop Ryan,2020,"PCL Boys Meet #4 - Father Judge1stApr 22, 2019"
892,11:06.20,MICHAEL JEAN-PIERRENortheast HS,2022,"Philadelphia Public League Championships9thMay 8, 2019 - May 9, 2019"
893,11:06.24,PHILLIP ROGERSCalvary Christian Academy,2021,"BAL League (NHS-DMA-Calvary)3rdApr 2, 2019"
894,11:06.28,NATHAN REISHStroudsburg,2022,"Red & Black Invitational42ndApr 18, 2019"
895,11:06.59,ANDREW WILESSouth Western,2019,"Arctic Blast Invitational14thApr 13, 2019"
896,11:06.76,GABE EBERSOLEAltoona Area,2022,"Norwin 9th and 10th Invitational5thApr 25, 2019"
897,11:06.80,SEAN KRUMENACKERLaSalle College High School,2019,"PCL Boys Meet #2 - LaSalle5thApr 8, 2019"
898,11:06.89,BRENDAN KAISERNeshaminy,2022,"S.O.L. National Conference Championships19thMay 10, 2019 - May 11, 2019"
899,11:07.03,CHASE GRINNELLRiverside (7),2020,"15th Annual South Hills Classic18thApr 6, 2019"
899,11:07.03,KYLE MURPHYPleasant Valley High School,2020,"Red & Black Invitational44thApr 18, 2019"
901,11:07.15,TYLER DONNELLYFather Judge,2019,"Montgomery Memorial Track and Field Meet9thMay 2, 2019"
902,11:07.20,BODE WILDGRUBECouncil Rock North,2021,"CR South, Truman @ CR North6thMar 26, 2019"
903,11:07.30,KEVIN CAROLANFather Judge,2019,"PCL Boys Meet #1 - Father Judge3rdApr 1, 2019"
904,11:07.31,MAX THOMASCanon-McMillan,2021,"Washington Greene County Championship5thApr 27, 2019"
905,11:07.35,NICHOLAS CROWEDevon Preparatory School,2020,"Warrior Invitational31stApr 12, 2019"
906,11:07.36,HENRY MILLAN-FLORESTwin Valley,2022,"90th Annual John H. Shaner Memorial Track Meet28thMay 3, 2019 - May 4, 2019"
907,11:07.37,ISAAC MARTINManheim Central,2020,"Twin Valley Invitational14thApr 18, 2019"
908,11:07.38,REECE LOPATKADanville Area,,"Selinsgrove Area, Millville vs Danville Area3rdApr 16, 2019"
909,11:07.46,THOMAS HELLENBRANDLower Moreland,2021,"Bicentennial Athletic League Championships15thMay 8, 2019 - May 9, 2019"
910,11:07.49,WILL GANGERTaylor Allderdice,2020,"Cal Track Carnival5thApr 12, 2019"
911,11:07.57,BILLY PRENTICEChambersburg,2022,"Tim Cook Memorial Invitational17thMar 30, 2019"
912,11:07.60,AJ FRANKLaSalle College High School,2021,"PCL Boys Meet #3 - LaSalle1stApr 15, 2019"
913,11:07.74,BRENT METALMars Area,2019,"Mars Varsity Invitational16thApr 26, 2019"
914,11:08.00,MATTHEW NORTONEmmaus,2022,"Bethlehem Catholic @ Emmaus1stApr 17, 2019"
915,11:08.06,JAKE LAVELYSouderton Area,2019,"WCU Golden Ram High School Invitational15thApr 5, 2019"
916,11:08.07,NATHAN RIDGLEYPittston Area,2020,"Red & Black Invitational45thApr 18, 2019"
917,11:08.10,HAYDEN DAVIDSONState College Area High School,2019,"Cumberland Valley @ State College7thApr 9, 2019"
918,11:08.13,ZACHARY TEREFENKOSouthern Lehigh,2020,"EPC/Colonial Conference Championships13thMay 7, 2019 - May 8, 2019"
919,11:08.25,DYLAN SIMEast Pennsboro Area SD,2019,"22nd Annual LHU High School Classic33rdApr 27, 2019"
920,11:08.30,AARON PLYLERKnoch,2020,"Pine-Richland Invitational38thMay 3, 2019"
921,11:08.40,DRAKE MUIRWest Middlesex,2021,"West Middlesex Invitational8thApr 6, 2019"
922,11:08.44,JONATHAN MARTINWarwick,2021,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med27thApr 26, 2019"
923,11:08.50,COLE HASENBALGDanville Area,2020,"Red & Black Invitational46thApr 18, 2019"
924,11:08.60,MASON GIDUSKONazareth Area,2021,"Nazareth Area @ Allen3rdApr 25, 2019"
925,11:08.70,QUINN WORRELLSaint Joseph's Prep,2022,"PCL Boys Meet #1 - LaSalle14thApr 1, 2019"
926,11:08.71,CHRISTIAN JANCSARICSFreedom (11),2019,"Red & Black Invitational47thApr 18, 2019"
927,11:08.74,GAVIN KELLYFather Judge,2022,"31st Father Judge Relays27thApr 17, 2019"
928,11:08.90,TROY HEATWOLEState College Area High School,2019,"Cumberland Valley @ State College8thApr 9, 2019"
929,11:08.91,AIDEN FARABAUGHAltoona Area,2021,"Norwin 9th and 10th Invitational6thApr 25, 2019"
930,11:09.00,COLLIN KENNYWilson Area (11),2020,"Tamaqua vs Southern Lehigh vs Southern Lehigh6thApr 30, 2019"
931,11:09.38,JOHN SYMSWilkes-Barre Area School District,2021,"James Cross Wilkes-Barre Invite5thMay 4, 2019"
932,11:09.40,ROBERT PITSKONazareth Area,2022,"Nazareth Area @ Allen4thApr 25, 2019"
933,11:09.53,JOSH BAUMANDock Mennonite Academy,2021,"Bicentennial Athletic League Championships16thMay 8, 2019 - May 9, 2019"
934,11:09.70,JAMES MANLEYEmmaus,2022,"Liberty vs Emmaus7thApr 11, 2019"
935,11:09.86,JAMES BUCHHEITSouthern Fulton,2020,"PIAA District V Championship Meet6thMay 15, 2019"
936,11:10.00,SAMUEL SHARPEAllentown Central Catholic,2021,"BECA, ACC @Freedom3rdApr 25, 2019"
937,11:10.13,ANDREW STINSONHershey,2020,"Blue Jay High School Invitational14thApr 20, 2019"
938,11:10.17,JONATHAN SADANAGAGreat Valley,2020,"Great Valley R. Joseph Kellerman Invitational14thApr 20, 2019"
939,11:10.20,LANDON KERSHNEREmmaus,2021,"Liberty vs Emmaus8thApr 11, 2019"
940,11:10.21,ETHAN MCKEEVERHarriton,2019,"Central League Individual Champs16thMay 8, 2019"
941,11:10.29,AIDEN MORRISONWesttown School,2020,"Friends Central vs Westown2ndApr 9, 2019"
942,11:10.42,CAEL ZIEGLERFranklin Area,2023,"20th City of Hermitage Track and Field Invitational25thApr 27, 2019"
943,11:10.45,CHRISTOPHER ROYERMifflin County High School,2022,"Mifflin County @ State College7thMar 26, 2019"
944,11:10.46,JACOB FORTNAFleetwood Area,2022,"90th Annual John H. Shaner Memorial Track Meet29thMay 3, 2019 - May 4, 2019"
945,11:10.51,AIDAN FARABAUGHAltoona Area Junior Varsity,2021,"31st New Balance Pan-Ram Invitational32ndApr 13, 2019"
946,11:10.95,JOSEPH RIZZUTOYork County School of Technology,2021,"Ray Geesey Track and Field Invitational13thApr 26, 2019"
947,11:10.97,NATE FISHERLinville Hill Christian School,2021,"MACSA High School Invitational3rdMay 1, 2019"
948,11:11.01,CHRIS CANTERINOWest Chester Rustin,2022,"Warrior Invitational33rdApr 12, 2019"
949,11:11.19,JUSTIN ENGLISHGreencastle-Antrim,2021,"Tim Cook Memorial Invitational18thMar 30, 2019"
950,11:11.20,ANTHONY CLINTONSouthern Lehigh,2021,"Tamaqua vs Southern Lehigh vs Southern Lehigh7thApr 30, 2019"
951,11:11.37,JAMIN VALICKFleetwood Area,2020,"2019 BCIAA Firing Championship27thMay 9, 2019 - May 11, 2019"
952,11:11.46,EVAN FREILSouth Western,2022,"Arctic Blast Invitational16thApr 13, 2019"
953,11:11.50,MASON BOYDEmmaus,2020,"Emmaus vs Whitehall2ndApr 1, 2019"
954,11:11.55,KYLE HOEHLERHampton,2019,"Mars Varsity Invitational18thApr 26, 2019"
955,11:11.80,JUSTICE SCHEIDELBlue Mountain,2021,"11th Olympian Invite7thMay 3, 2019"
956,11:11.87,WILLIAM KANESouthern Lehigh,2023,"11th Annual Kennett Novice Meet1stMay 10, 2019"
957,11:11.90,SAM DOUDSGettysburg Area High School,2021,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med30thApr 26, 2019"
958,11:12.00,CADEN HOSFELDLiberty,2021,"Liberty @ Freedom5thApr 29, 2019"
959,11:12.12,CONNOR CORNELIUSJersey Shore Area,2022,"PHAC Track and Field Championships 201922ndMay 11, 2019"
960,11:12.18,NOAH BRADLEYMasterman,2020,"PIAA District 12 AA Championships5thMay 15, 2019 - May 16, 2019"
961,11:12.22,MICHAEL FREANEYUpper Merion,2019,"Pope John Paul II Dual #34thMay 1, 2019"
