RANK,MARK,ATHLETE/TEAM,GRADE,MEET DATEPLACE
748,123-6,BRANDON BROOKSMcKeesport Area,2019,"15th Annual South Hills Classic20thApr 6, 2019"
752,123-5,LOGAN SPOONHOURJames Buchanan,2019,"Antrim Way Honda Rt. 16 Last Chance Invite7thMay 6, 2019"
753,123-4,CASEY KAMINSKILake Lehman,2020,"Tamaqua Blue Raider Invitational14thApr 12, 2019"
754,123-3,WILLIAM LIAM) TATLONLaSalle College High School,2019,"PCL Boys Meet #5 - LaSalle6thApr 29, 2019"
754,123-3,JACKSON THOMASBeaver Area,2020,"Beaver County Championships7thApr 25, 2019 - Apr 28, 2019"
754,123-3,SPENCER BAKERSharon,2021,"West Middlesex Invitational19thApr 6, 2019"
757,123-2,RYAN HUGHESBradford Area,2021,"PIAA District 9 AAA and AA Championship7thMay 17, 2019"
757,123-2,ZACK NISHNICKNorth East,2020,"Erie County Track & Field Classic10th PMay 9, 2019"
757,123-2,SAM PFOHLFranklin Area,2019,"Oil Country Invitational14th PMay 4, 2019"
757,123-2,JAI'VEION HAMPTON-FORDEast Allegheny,2021,"46th Annual Baldwin Invitational24thMay 3, 2019"
761,123-1,REED SCHMELYUMSouth Western,2021,"Arctic Blast Invitational8thApr 13, 2019"
762,123-0,ALEX MCCALLHaverford Township HS,2019,"Central League JV/ Last Chance Meet4thMay 10, 2019"
762,123-0,ANDREW LONGPennridge,2021,"Helman Memorial Invitational10thMay 2, 2019"
762,123-0,CALEB RANDOLLBiglerville,2019,"Tim Cook Memorial Invitational15thMar 30, 2019"
762,123-0,REESE BOLEKiski Prep,2020,"Westmoreland County Coaches Association15th PApr 27, 2019"
766,122-11,JON BOLANDHarbor Creek,2020,"D10R5 Dual - Fairview vs Harbor Creek1stApr 9, 2019"
766,122-11,JAMES THOMPSONLewisburg Area,2020,"Lewisburg vs Milton2ndApr 23, 2019"
766,122-11,JAMESON GRIECOSeneca Valley,2022,"Marcie Peaco (SV) Freshman/Sophomore Invite3rdApr 18, 2019"
766,122-11,TRISTIN HARRISFort Leboeuf,2022,"McDowell Junior Varsity Meet4thMay 2, 2019"
766,122-11,TREYCE WEBERSalisbury Township,2020,"NW Lehigh, Salisbury @ Palisades5thApr 30, 2019"
766,122-11,JACK KELLOGGPenncrest,2020,"PW Colonial Classic7thApr 6, 2019"
766,122-11,ZACH ARETZArmstrong HS,2019,"Butler Invitational - 55th Annual37thApr 18, 2019"
773,122-10,DAVID MAGNINFaith Christian School,2020,"MACSA High School Invitational1stMay 1, 2019"
773,122-10,ANDREW EDWARDSHuntingdon Area,2019,"Huntingdon Vs Mount Union/BEA3rdApr 25, 2019"
773,122-10,GARRETT ZEIGLERDallastown,2020,"Ray Geesey Track and Field Invitational8thApr 26, 2019"
773,122-10,DEVIN SITESNorth East,2019,"Butler Invitational - 55th Annual38thApr 18, 2019"
777,122-9,DYLAN THOMASAlbert Gallatin,2020,"46th Annual Baldwin Invitational25thMay 3, 2019"
778,122-8,BRAD BYERLYBrookville Area,2021,"Brookville vs. Oil City3rdMay 7, 2019"
778,122-8,NIC FOLCARELLIAltoona Area,2021,"Hollidaysburg @ Altoona8thMay 7, 2019"
780,122-7,KYLE MURRAYAltoona Area,2021,"Penn Hills @ Altoona4thApr 23, 2019"
781,122-6,PAYTON MCKEEButler,2021,"Butler 9th/10th Grade Invitational2ndApr 25, 2019"
781,122-6,AMAN ORLENAUpper Dublin,2020,"SOL American Conference Championships5thMay 10, 2019 - May 11, 2019"
781,122-6,ADAM BERRYDock Mennonite Academy,2020,"Bicentennial Athletic League Championships13thMay 8, 2019 - May 9, 2019"
784,122-5,AMAN ORLENAAmbler Olympic Club,,"AAU Mid-Atlantic District Qualifier4thJun 14, 2019 - Jun 16, 2019"
785,122-4,DARIUS HARTCoatesville,2020,"Coatesville vs. Henderson and Avon Grove4thMar 27, 2019"
785,122-4,JEFFREY MARTINECKSouth Fayette High School,2021,"P3R South Fayette Invitational8thApr 27, 2019"
785,122-4,RYLEY GROSSMANMoniteau,2020,"Redbank Invitational12thMay 9, 2019"
785,122-4,HAYDEN DUNLAPNorth Penn,2021,"Jim Kelly Invitational17thMar 30, 2019"
785,122-4,ISEAH OTEROWilliam Penn,2019,"31st New Balance Pan-Ram Invitational22ndApr 13, 2019"
790,122-3,JOSIAH SECHLERJuniata Valley Striders,2023,"2019 Mid-Atlantic USATF JO T&F Championships2ndJun 8, 2019 - Jun 9, 2019"
791,122-2,DAVID WATTSJersey Shore Area,2022,"Mifflinburg at Jersey Shore2ndApr 3, 2019"
791,122-2,COLIN JAMESPalmyra,2021,"Lebanon County Championships9thApr 27, 2019"
791,122-2,JADEN LOPEZHempfield (3),2020,"17th Annual Black Knight Invitational16thApr 13, 2019"
794,122-1,RYAN HOLUBSaucon Valley,2019,"Saucon Valley Catasauqua Dual2ndApr 2, 2019"
794,122-1,MATT TUTRONEPocono Mountain West,2019,"PM West @ Pleasant Valley5thApr 23, 2019"
794,122-1,WAYNE ROBINSONManheim Township,2019,"17th Annual Black Knight Invitational17thApr 13, 2019"
797,122-0,JERAMIAH BARNESPottstown,2021,"Upper Merion vs. Pottstown HS3rdApr 10, 2019"
797,122-0,LUCAS YARDApollo-Ridge High School,2021,"Indiana County Track and Field Championships6thApr 27, 2019"
797,122-0,JOSH KEPPLEYPottsgrove,2019,"Pioneer Athletic Conference Championship15thMay 10, 2019 - May 11, 2019"
800,121-10,ERIC STONETroy,2019,"NEB & Troy @ N. Penn Mansfield1stApr 30, 2019"
800,121-10,GABE VIGLIANOMechanicsburg Area High School,2022,"Mid Penn Championship33rdMay 11, 2019"
2,121-8,JOSHUA YODERSchuylkill Haven Area,2020,"Marian vs Schuylkill Haven1stApr 17, 2019"
802,121-8,LUKE COWDERSayre Area,2019,"Sayre @ Athens3rdMay 7, 2019"
802,121-8,KODY CREAGERGreencastle-Antrim,2019,"Antrim Way Honda Rt. 16 Last Chance Invite8thMay 6, 2019"
805,121-7,COREY HOLOBETZPottsville Area,2019,"Pottsville @ Pine Grove2ndApr 29, 2019"
805,121-7,ANTONIO GARCIASusquenita,2020,"Susquenita vs Greenwood4thApr 30, 2019"
805,121-7,JAMESON BOGDANKeystone Oaks,2021,"Big South Championship9thApr 24, 2019"
805,121-7,RYAN MOOREMercer Area,2020,"Mercer County Track and Field Invitational22ndMay 9, 2019"
805,121-7,COLIN WITMERCentral Dauphin,2019,"31st New Balance Pan-Ram Invitational23rdApr 13, 2019"
805,121-7,MAX MINARDShady Side Academy,2020,"Pine-Richland Invitational34thMay 3, 2019"
811,121-6,BEN PATTONNativity BVM,2019,"Nativity BVM @ Minersville2ndApr 10, 2019"
811,121-6,SPENCER MILANIKConestoga,2021,"Lower Merion vs Conestoga vs Harriton4thMay 1, 2019"
813,121-4,SHUMS LAREEFMasterman,2019,"South Philadelphia Public Lg. #21stApr 10, 2019"
813,121-4,EDDIE SLEDZINSKIWestern Wayne,2019,"Wallenpaupack Ice Breaker Relays8thApr 13, 2019"
815,121-3,JASON ABAHAZYPenncrest,2020,"Upper Darby v Penncrest v Radnor2ndMar 27, 2019"
815,121-3,KOHEN STOVERHershey Blaze Track Club,2020,"AAU National Club Championship14thJul 7, 2019 - Jul 13, 2019"
817,121-2,HEATH REYNOLDSLittlestown,2019,"Adams County Track & Field Classic5thApr 5, 2019"
817,121-2,COLE DEMPSEYPhoenixville Area,2019,"Pioneer Athletic Conference Championship16thMay 10, 2019 - May 11, 2019"
819,121-1,CAMERON OSBECKSusquenita,2021,"Susquenita vs Greenwood5thApr 30, 2019"
820,121-0,RHYS FENSTERMAKERNorthwestern Lehigh,2020,"Catasauqua and Northwestern Lehigh at Northern Lehigh4thMar 26, 2019"
820,121-0,TREVOR PORCHEAnnville-Cleona,2020,"Lebanon County Championships10thApr 27, 2019"
822,120-11,RYAN LEECHRinggold,2019,"Washington Greene County Championship13thApr 27, 2019"
823,120-10,KARTER WITMERWellsboro Area,2020,"North Penn - Mansfield and Williamson at Wellsboro3rdMay 7, 2019"
824,120-9,BEN ZACKGermantown Friends School,2019,"Friends League Championships4thMay 11, 2019"
824,120-9,CONNOR INMANEmmaus,2019,"Emmaus vs Whitehall5thApr 1, 2019"
824,120-9,ISAAC PAULINEDevon Preparatory School,2019,"PIAA District 12 AA Championships6thMay 15, 2019 - May 16, 2019"
824,120-9,JASEN GRIFFITHSomerset Area,2022,"B. Carroll/C. Heights/Somerset7thMay 1, 2019"
824,120-9,CALEB DIEHLNorthern Bedford,2021,"Northern Bedford Invitational11thApr 26, 2019"
824,120-9,HENRY BEATTIEAvon Grove,2019,"Ches-Mont Championship11thMay 8, 2019"
830,120-8,RYAN SARNOSKICentral Columbia,2020,"Lewisburg vs Central Columbia5thApr 2, 2019"
830,120-8,CAMERON PEEBLESRedbank Valley,2019,"21st Demans Team Sports Brookville Invitational17thApr 13, 2019"
830,120-8,ZACK BOERSMAAbington Heights,2021,"The Robert Spagna Championship17thMay 7, 2019"
833,120-7,MAX FORTEBUONODevon Preparatory School,2020,"PW Colonial Classic8thApr 6, 2019"
833,120-7,NICK CARRELLOWissahickon,2020,"Jim Kelly Invitational18thMar 30, 2019"
833,120-7,SHAWN JOHNSONThe Neighborhood Academy,2019,"46th Annual Baldwin Invitational27thMay 3, 2019"
836,120-6,TANNER MOUNTZSchuylkill Valley,2021,"Wyomissing at Schuylkill Valley2ndApr 30, 2019"
836,120-6,BEN LIPINSKIGeneral McLane,2020,"McDowell vs General McLane5thApr 10, 2019 - Apr 9, 2019"
836,120-6,NOAH YOUNGShikellamy,2021,"Williamsport at Shikellamy5thApr 16, 2019"
839,120-5,RYAN PATTERSONTyrone Area,2022,"Mountain League Championships8thMay 7, 2019"
839,120-5,GIOVANNI CAPARONorth Pocono,2019,"Wallenpaupack Ice Breaker Relays9thApr 13, 2019"
839,120-5,JORDAN MOOREBellwood Antis,2019,"43rd Annual Altoona Area Igloo Invitational12thMar 30, 2019"
839,120-5,RYAN O'HAIRSouth Fayette High School,2021,"46th Annual Baldwin Invitational28thMay 3, 2019"
843,120-4,MATT JOHNSONPhoenixville Area,2020,"Phoenixville vs Pottstown HS3rdApr 3, 2019"
844,120-3.5,DRAKE CROUSHOREYough,2019,"Albert Gallatin at Yough2ndMar 26, 2019"
845,120-2,COLEMAN WHIPKEYUpper Saint Clair,2021,"46th Annual Baldwin Invitational29thMay 3, 2019"
846,120-1,CALEB NELLISKeystone,2022,"Redbank Valley vs. Keystone3rdMar 27, 2019"
846,120-1,TIM SEARIGHT-JARRUPSouth Side,2020,"Beaver County Championships8thApr 25, 2019 - Apr 28, 2019"
848,119-11,TYLER KLUCSARITSNorthampton Area,2021,"William Allen vs Northampton3rdApr 23, 2019"
848,119-11,NICHOLAS GOODYEARNorthern Lebanon,2019,"Sterling Hoffman Track & Field Invitational7thApr 12, 2019"
848,119-11,HOLDEN LUPEYMcConnellsburg,2020,"Northern Bedford Invitational12thApr 26, 2019"
851,119-10,ALLAN MILKOVITZNotre Dame Green Pond,2020,"NDGP @ Palmerton6thApr 4, 2019"
851,119-10,NICKOLAS HYDESomerset Area,2019,"Bedford/Richland/Somerset/Con. Twp6thApr 3, 2019"
851,119-10,AJ BALOGHighlands,2019,"Butler Invitational - 55th Annual40thApr 18, 2019"
854,119-9,JOSIAH MCCONNELLButler,2021,"Butler 9th/10th Grade Invitational4thApr 25, 2019"
854,119-9,ELI WEISMANMethacton,2020,"Great Valley R. Joseph Kellerman Invitational6thApr 20, 2019"
854,119-9,AUSTIN BAKEREastern York,2021,"Battle for Bridge Invitational10thMay 3, 2019"
854,119-9,BRENDYN THURSTONErie High School,2020,"15th Annual South Hills Classic23rdApr 6, 2019"
858,119-8,ROBERT KRUGForest Hills,2019,"Bedford, Forest Hill and Bishop Carroll5thApr 10, 2019"
858,119-8,RICHARD LUTZNeshannock,2019,"Pine-Richland Invitational36thMay 3, 2019"
860,119-7,SEBASTIAN HENRYCatasauqua,2019,"Solehi @ Pen Argyl3rdApr 24, 2019"
860,119-7,ETHAN FAHIEEaston Area,2022,"Whitehall @ Easton5thMar 25, 2019"
860,119-7,AARON SCHMOOKNorwin,2022,"Norwin 9th and 10th Invitational8thApr 25, 2019"
863,119-6,ANDREW PAOLIBishop Shanahan,2021,"Shanahan, WCE, Coatesville Tri Meet6thApr 10, 2019"
863,119-6,CHRISTIAN ANTRYParkland,2019,"Parkland @ Whitehall6thApr 16, 2019"
863,119-6,TREVOR MCDONALDLaSalle College High School,2020,"Explorers Invitational12thApr 12, 2019"
863,119-6,S WILKERSONHarrisburg High School,2021,"Tim Cook Memorial Invitational18thMar 30, 2019"
867,119-5,CAEL AMERMANShikellamy,2021,"Mifflinburg at Shikellamy5thApr 30, 2019"
867,119-5,LOGAN MURPHYShikellamy,2019,"Shikellamy vs Danville Area6thApr 2, 2019"
867,119-5,ANSH PATELScranton,2019,"James Cross Wilkes-Barre Invite10thMay 4, 2019"
870,119-4,ZACK MARINISlippery Rock Area,2020,"2019 Franklin Track & Field Invitational19th PApr 13, 2019"
871,119-3,MAX MUELLERSchuylkill Haven Area,2019,"Schuylkill League Track and Field Championships18thMay 7, 2019 - May 8, 2019"
871,119-3,JOSH SMITHMilton Hershey,2021,"Tim Cook Memorial Invitational19thMar 30, 2019"
871,119-3,JOEY ROGERSMontoursville Area,2020,"4th Annual Don Wilhour Selinsgrove Classic21stApr 6, 2019"
874,119-2,NATHAN ANGSTADTCalvary Christian Academy,2019,"BAL League (NHS-DMA-Calvary)5thApr 2, 2019"
875,119-1,CARSON DANAHERNotre Dame Green Pond,2019,"Salisbury vs Pen Argyl vs Notre Dame-Green Pond5thMar 26, 2019"
875,119-1,ISAIAH BISHPunxsutawney Area,2021,"PIAA District 9 AAA and AA Championship8thMay 17, 2019"
875,119-1,NICHOLAS VAUGHNTrinity Christian,2019,"P3R South Fayette Invitational9thApr 27, 2019"
875,119-1,JONAH LOEWFaith Christian Academy,2020,"Bicentennial Athletic League Championships14thMay 8, 2019 - May 9, 2019"
875,119-1,TREVN SCHAFFERLakeview,2022,"West Middlesex Invitational21stApr 6, 2019"
880,119-0,ALEXANDER TAYLOREmmaus,2020,"Bethlehem Catholic @ Emmaus2ndApr 17, 2019"
880,119-0,HAYDEN WALLMahanoy Area,2020,"Mahanoy Area vs Panther Valley & Marian Catholic3rdApr 9, 2019"
882,118-11,REED SHULTZDanville Area,2021,"Danville at Jersey Shore3rdMar 27, 2019"
882,118-11,POWELL POSTENEast Stroudsburg Area South,2019,"Vertical Adventures Decathlon & Heptathlon Meet5thJun 22, 2019 - Jun 23, 2019"
884,118-10,JARED STITZELNorthwestern Lehigh,2021,"NW Lehigh, Salisbury @ Palisades6thApr 30, 2019"
884,118-10,MADISON WELLSTroy,2019,"Troy, NEB, and Wellsboro @ Athens8thApr 9, 2019"
884,118-10,CASEY WILLIAMSLakeland,2021,"James Cross Wilkes-Barre Invite11thMay 4, 2019"
887,118-9,LIAM RANEYCamp Hill,2022,"Northern Twilight Invitational8thMay 6, 2019"
888,118-8,PALMER POSTENEast Stroudsburg Area South,2020,"Vertical Adventures Decathlon & Heptathlon Meet6thJun 22, 2019 - Jun 23, 2019"
888,118-8,JACE ELDRIDGEBangor Area,2021,"Saucon Valley, NW Lehigh @ Bangor8thApr 23, 2019"
888,118-8,ANTHONY MANGANLower Moreland,2020,"Lower Merion Invitational8thMay 4, 2019"
891,118-7,JARED SADOWSKIConrad Weiser,2019,"Twin Valley Invitational12thApr 18, 2019"
891,118-7,MIKE STEGERManheim Township,2019,"18th Bruce Dallas Invitational13thApr 6, 2019"
891,118-7,THOMAS WILSONCoudersport,2020,"Athens Twin Rivers Invite14thApr 6, 2019"
894,118-6,CARSON ENGLERPen Argyl Area,2019,"Solehi @ Pen Argyl4thApr 24, 2019"
894,118-6,NATE HACKENBERGERSelinsgrove,2022,"Selinsgrove at Shikellamy7thMay 7, 2019"
894,118-6,DANIEL DABROWSKIHarbor Creek,2020,"Harbor Creek Track & Field Invitational11th PApr 13, 2019"
894,118-6,ANTHONY CUMONew Castle,2021,"Pine-Richland Invitational37thMay 3, 2019"
898,118-5,LOGAN NYERPine Grove Area,2021,"Pine Grove @ North Schuylkill3rdApr 24, 2019"
898,118-5,JOSH PARRYPlumstead Christian,2019,"Dock Mennonite Academy-Phil Mont-Plumstead3rdApr 24, 2019"
898,118-5,DARREN BENNETTCheltenham,2021,"SOL American Conference Championships6thMay 10, 2019 - May 11, 2019"
898,118-5,RYAN HENRYUnited,2019,"Bellwood-Antis Invitational16thApr 29, 2019"
902,118-4,ZEBULON FRYBald Eagle Area,2021,"Bald Eagle vs Penns Valley vs Philipsburg-Osceola3rdApr 16, 2019"
902,118-4,CANON REILLYMinersville Area,2020,"Minersville, Weatherly @ Jim Thorpe3rdApr 24, 2019"
902,118-4,MAXWELL BLANCBethel Park,2022,"Norwin 9th and 10th Invitational9thApr 25, 2019"
902,118-4,DEVIN MCGRATHSaint Marys Area,2019,"21st Demans Team Sports Brookville Invitational19thApr 13, 2019"
906,118-3,MATHEW PAOLIBishop Shanahan,2021,"Avon Grove vs. Bishop Shanahan3rdApr 3, 2019"
906,118-3,CHRISTOPHER TIGAREmmaus,2019,"Emmaus @ Parkland6thApr 29, 2019"
906,118-3,NOAH HORTONWaynesboro,2020,"Arctic Blast Invitational10thApr 13, 2019"
906,118-3,JERMAINE PARKSBensalem,2019,"Bensalem Invitational14thApr 13, 2019"
910,118-2,NATHAN HAINESWORTHGateway,2022,"West Mifflin Freshman/Sophomore Invitational5thMay 4, 2019"
911,118-1,WILLIAM KOCHERLehighton,2020,"Lehighton @ Blue Mountain7thApr 24, 2019"
912,118-0,BENJAMIN ALBANBerks Catholic,2021,"Fleetwood at Berks Catholic3rdApr 9, 2019"
912,118-0,BRADLEY BARNDTSomerset Area,2020,"B. Carroll/C. Heights/Somerset8thMay 1, 2019"
912,118-0,JAKE DELICForest Hills,2020,"United Invitational15thApr 6, 2019"
912,118-0,ALEXANDER MUDRYUpper Saint Clair,2019,"46th Annual Baldwin Invitational30thMay 3, 2019"
916,117-11,SEATON WOZNIAKSlippery Rock Area,2022,"Marcie Peaco (SV) Freshman/Sophomore Invite4thApr 18, 2019"
916,117-11,GIOVAN SCACCIAHuntingdon Area,2020,"Huntingdon Vs Mount Union/BEA4thApr 25, 2019"
916,117-11,GAVIN JOYCENew Castle,2021,"MAC Meet13thApr 24, 2019"
916,117-11,NICK BROOKSHoly Cross High School,2020,"The Robert Spagna Championship19thMay 7, 2019"
916,117-11,KYLE MURRAYAltoona Area Junior Varsity,2021,"31st New Balance Pan-Ram Invitational25thApr 13, 2019"
921,117-10,JOEY COCKERILLNew Foundations Charter School,2019,"Penn-Jersey Athletic League Championships2ndMay 8, 2019"
921,117-10,URIAH BAILLIECanton Area,2020,"Williamson, Wellsboro @ Canton5thApr 2, 2019"
923,117-9,GAVIN MARKSUpper Perkiomen,2020,"Upper Perkiomen at Phoenixville HS3rdApr 15, 2019"
923,117-9,TRISTAN HARRISMontoursville Area,2022,"PHAC North 9-10 Meet4thMay 4, 2019"
923,117-9,REIS WATKINSShenango,2019,"15th Annual South Hills Classic26thApr 6, 2019"
926,117-8,NICHOLAS SOUDERSWhitehall,2022,"Whitehall @ Nazareth Area8thApr 23, 2019"
926,117-8,RYAN LITTLESomerset Area,2020,"B. Carroll/C. Heights/Somerset9thMay 1, 2019"
926,117-8,JOSIAH PROVANPlumstead Christian,2019,"Bicentennial Athletic League Championships15thMay 8, 2019 - May 9, 2019"
926,117-8,CONNOR DITKANorth Allegheny,2019,"Butler Invitational - 55th Annual42ndApr 18, 2019"
930,117-7,GAVIN LEWISRichland,2019,"Bedford/Richland/Somerset/Con. Twp7thApr 3, 2019"
931,117-5,XAVIER SERRANOMasterman,2019,"South Philadelphia Public Lg. #22ndApr 10, 2019"
931,117-5,SEBASTION HOFFMEIERNew Brighton,2020,"Beaver County Championships9thApr 25, 2019 - Apr 28, 2019"
931,117-5,ETHAN DIVENJuniata,2019,"Tri-Valley League Championships9thMay 8, 2019"
931,117-5,JOSH MATHIOTConestoga Valley,2020,"17th Annual Black Knight Invitational20thApr 13, 2019"
935,117-4,MATTHEW LEMONSArchbishop Carroll,2019,"PIAA District 12 AAA Championships9thMay 15, 2019 - May 16, 2019"
935,117-4,JOHN WHITCOMBFairfield Area,2020,"Arctic Blast Invitational12thApr 13, 2019"
935,117-4,GARNER FUNKChambersburg,2020,"Tim Cook Memorial Invitational20thMar 30, 2019"
935,117-4,JORGE PALMASUpper Saint Clair,2019,"15th Annual South Hills Classic27thApr 6, 2019"
935,117-4,DWIGHT SARVERGreensburg Salem,2022,"Butler Invitational - 55th Annual43rdApr 18, 2019"
940,117-3,BOBBY MATHEWSMoniteau,2019,"2019 Franklin Track & Field Invitational21st PApr 13, 2019"
940,117-3,JACOB CONRADKiski Area,2020,"Butler Invitational - 55th Annual44thApr 18, 2019"
942,117-2,JONATHAN ZANKHarbor Creek,2021,"D10R5 Dual - Fort LeBoeuf vs Harbor Creek3rdApr 18, 2019"
942,117-2,CALEB SEEGEREast Juniata,2021,"Susquenita vs East Juniata, HBG Christian4thApr 9, 2019"
942,117-2,IBRAHIMA BANGOURAReading,2020,"18th Bruce Dallas Invitational14thApr 6, 2019"
945,117-1,LANE STUTZMANMontoursville Area,2021,"Hughesville v. Montoursville4thMay 2, 2019"
945,117-1,ANTHONY GEORGIANAUniontown Area,2021,"Fayette County Coaches Association Championships5thApr 27, 2019"
947,117-0,KAMAI MERRITTAcademy Park,2020,"Haverford Invitational9thMar 30, 2019"
947,117-0,NOLAN PHILLIPSRiverview,2020,"Pine-Richland Invitational39thMay 3, 2019"
949,116-11,MASON BAKERMartinsburg Central High School,2020,"Clearfield vs Central and PV2ndApr 9, 2019"
949,116-11,GARRETT LAVERWilliamsport Area,2022,"PHAC North 9-10 Meet5thMay 4, 2019"
949,116-11,ALEX ZEIGENFUSSLehighton,2020,"Lehighton @ Blue Mountain9thApr 24, 2019"
952,116-10,LUCAS LEGUIZAMOSolebury School,2019,"Solebury/Barrack Hebrew Academy/Villa Victoria/Abington Friends2ndApr 10, 2019"
953,116-9,CONNOR LORDEast Stroudsburg Area South,2021,"East Stroudsburg North vs East Stroudsburg South3rdApr 29, 2019"
953,116-9,JOE MC CABESaint Joseph's Prep,2020,"PCL Boys Meet #2 - Father Judge5thApr 8, 2019"
953,116-9,RYLEY HOLCOMBWilliamsport Area,2020,"Mifflinburg at Williamsport5thMay 7, 2019"
953,116-9,JOSH ANTONYUKMifflinburg,2022,"PHAC South 9-107thMay 4, 2019"
953,116-9,COLT PARSONSMount Union Area,2021,"Bellwood-Antis Invitational18thApr 29, 2019"
953,116-9,JACOB SOLOMONShaler Area,2019,"Pine-Richland Invitational40thMay 3, 2019"
959,116-8,BRYCE LITZLEMANNorth Penn - Mansfield,2022,"Northern Tier League School Championships13thMay 10, 2019"
959,116-8,DAVID SCHMIDTCentral Bucks East,2019,"Jim Kelly Invitational19thMar 30, 2019"
961,116-7,ASHTEN FOUSTAltoona Area,2022,"Bellefonte @ Altoona5thApr 30, 2019"
961,116-7,JASEN DEWALDMontoursville Area,2020,"Montoursville @ Central Columbia8thApr 24, 2019"
963,116-6,IAN SMITHGeneral McLane,2019,"McDowell vs General McLane6thApr 10, 2019 - Apr 9, 2019"
963,116-6,WILLIAM TATLONGHARILaSalle College High School,2019,"PCL Boys Meet #4 - LaSalle6thApr 22, 2019"
963,116-6,LOGAN SEIBERGreenwood,2022,"Tri-Valley League Championships11thMay 8, 2019"
963,116-6,DAVID HILLBlue Ridge,2021,"Athens Twin Rivers Invite15thApr 6, 2019"
967,116-5,SAM DAVIDSONKennett,2020,"11th Annual Kennett Novice Meet1stMay 10, 2019"
967,116-5,RILEY FLAVILLEHatboro Horsham,2019,"Jim Kelly Invitational21stMar 30, 2019"
969,116-4,NATE GRIMESShamokin Area,2020,"Shamokin at Milton5thApr 11, 2019"
969,116-4,JOSUE BERRIOSLouis E. Dieruff,2021,"ASD Invitational21stApr 18, 2019"
971,116-3,CJ BUFFALOFairview,2019,"D10R5 Dual - Fairview vs Harbor Creek2ndApr 9, 2019"
971,116-3,AXIL MATTISONWellsboro Area,2021,"Sayre at Wellsboro5thApr 10, 2019"
971,116-3,LUCAS GOODMANHollidaysburg Area,2021,"Hollidaysburg @ Altoona9thMay 7, 2019"
971,116-3,RYAN BAYNANeshaminy,2021,"S.O.L. National Conference Championships9thMay 10, 2019 - May 11, 2019"
971,116-3,CASEY LANGOley Valley,2020,"2019 BCIAA Firing Championship19thMay 9, 2019 - May 11, 2019"
971,116-3,AVERY KERNTrinity (7),2020,"Pine-Richland Invitational41stMay 3, 2019"
977,116-2,AVIN GRANTCheltenham,2020,"SOL American Conference Championships7thMay 10, 2019 - May 11, 2019"
977,116-2,SAMMY NICHOLSONHarry S Truman,2020,"31st Father Judge Relays10thApr 17, 2019"
979,116-1,JOHN LINDGRENRadnor,2020,"Radnor Haverford Marple Newtown at MN2ndApr 28, 2019 - Apr 30, 2019"
979,116-1,WILLIAM MAYERArchbishop Wood,2021,"PCL Boys Meet #2 - Father Judge6thApr 8, 2019"
981,116-0,TIM ENGAvonworth / Northgate,2021,"Butler 9th/10th Grade Invitational6thApr 25, 2019"
981,116-0,NOAH GOVERNHamburg Area,2021,"Sterling Hoffman Track & Field Invitational8thApr 12, 2019"
983,115-11,JAKE LUSKSouth Williamsport,2019,"South Williamsport @ Mount Carmel Area3rdApr 30, 2019"
983,115-11,CHILEKASI ADELEMsgr Bonner & Abp Prendergast HS,2020,"Boys Delco Championship11thMay 2, 2019 - May 4, 2019"
983,115-11,ISAIAH COVERTMcConnellsburg,2019,"PIAA District V Championship Meet14thMay 15, 2019"
986,115-10,DYLAN SPICHERDuBois Area,2021,"Brookville vs. DuBois and Clearfield5thApr 30, 2019"
986,115-10,ANTHONY MEADOWSWest Chester Rustin,2022,"Rustin Invitational17thApr 17, 2019"
988,115-8,CARSON KLOINUpper Dublin,2020,"Trojan Track Classic6thMay 2, 2019"
988,115-8,MICHAEL LESHERMifflinburg,2022,"PHAC South 9-108thMay 4, 2019"
988,115-8,NICK HARRSCHPenncrest,2020,"Central League Individual Champs13thMay 8, 2019"
988,115-8,TREVOR MCNEILRiverside (7),2021,"15th Annual South Hills Classic28thApr 6, 2019"
988,115-8,DAVID ACKERGeorge Junior Republic HS,2019,"20th City of Hermitage Track and Field Invitational29thApr 27, 2019"
993,115-7,LUKE HOPPERRedbank Valley,2020,"Redbank Valley vs. Keystone4thMar 27, 2019"
993,115-7,DENNIS GOODWINEButler,2020,"6th Annual Knoch Relays10thApr 6, 2019"
995,115-6,BRANDON JESSUPChichester,2020,"Boys Delco Championship12thMay 2, 2019 - May 4, 2019"
995,115-6,EVAN SOULIANorth Allegheny,2020,"Lady Spartan/Wildcat Invitational21st PApr 13, 2019"
995,115-6,TYLER DISBROWTamaqua Area,2019,"11th Olympian Invite22ndMay 3, 2019"
998,115-5,TYLER CZUKOSKIWest Chester Henderson,2020,"Henderson vs. DTE and Shanahan4thApr 29, 2019"
998,115-5,AARON SMITHBoyertown,2021,"Great Valley R. Joseph Kellerman Invitational7thApr 20, 2019"
1000,115-4,ROMAN MERCADO-BONANNOLewisburg Area,2019,"Loyalsock vs. Lewisburg6thMar 26, 2019 - Mar 27, 2019"
1000,115-4,DEAN MCKANEEisenhower,2019,"Coudersport Sports Booster Invitational14thMay 3, 2019"
1000,115-4,SETH KNAUFFSharpsville Area,2020,"West Middlesex Invitational22ndApr 6, 2019"
1000,115-4,COLIN FITZGERALDNorth Allegheny,2020,"Pine-Richland Invitational42ndMay 3, 2019"
