RANK,TIME,WIND,ATHLETE/TEAM,GRADE,MEET DATEPLACE
717,23.96,0,JACOB PORTERNadia TC,,"Three Rivers Association Championships7thJun 22, 2019 - Jun 23, 2019"
717,23.96,,RYAN CHOINorth Penn,2019,"SOL Continental Conference Championships17th PMay 10, 2019 - May 11, 2019"
717,23.96,,NAH-SYR GARNERWyoming Valley West,2021,"PIAA District 2 AAA Championship17th PMay 16, 2019"
717,23.96,,MATTHEW DRIESUpper Dublin,2020,"SOL American Conference Championships18th PMay 10, 2019 - May 11, 2019"
717,23.96,,FREDDIE HAYNESWORTH IVConwell-Egan,2021,"Philadelphia Catholic League Outdoor Championships19thMay 11, 2019"
724,23.97,,TATE KESSLERCalvary Christian Academy,2020,"Bicentennial Athletic League Championships7thMay 8, 2019 - May 9, 2019"
724,23.97,,MICHAEL AREBristol,2019,"Bicentennial Athletic League Championships12th PMay 8, 2019 - May 9, 2019"
724,23.97,,NATE RODRIGUEZConrad Weiser,2020,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med13thApr 26, 2019"
724,23.97,,MICHAEL COVERTWest Chester Rustin,2019,"Rustin Invitational19thApr 17, 2019"
724,23.97,,YUHENG LIUCentral,2020,"Lower Merion Invitational26thMay 4, 2019"
724,23.97,,JAEDEN BEARDCoatesville,2020,"Ches-Mont Championship30thMay 8, 2019"
730,23.98,,SALVATORE MARANOPope John Paul II,2019,"Pope John Paul II Dual #21stApr 8, 2019"
730,23.98,,ZACH HENERYDuBois Area,2021,"PIAA District 9 AAA and AA Championship3rdMay 17, 2019"
730,23.98,,RYAN BEARDFranklin Regional,2019,"Westmoreland County Coaches Association6thApr 27, 2019"
730,23.98,0.2,JONAH RUSCHAKValley Speedsters,2020,"Three Rivers Association Championships9thJun 22, 2019 - Jun 23, 2019"
730,23.98,,KID SCARBOROUGHSlippery Rock Area,2021,"Rock Relays12thApr 20, 2019"
730,23.98,,AIDAN REEDYork Suburban,2021,"YAIAA Track and Field League Championships19th PMay 10, 2019"
730,23.98,,COLE LANGLEYKennett,2019,"Ches-Mont Championship31stMay 8, 2019"
737,23.99,,KYLE MACBETHBrookville Area,2021,"Brookville vs. Oil City3rdMay 7, 2019"
737,23.99,,SAMIR NEALRidley,2019,"Haverford Invitational10thMar 30, 2019"
737,23.99,,KYLE MCDONOUGHHickory,2019,"Rock Relays13thApr 20, 2019"
737,23.99,,CARSON CRAIGChartiers Houston,2021,"Rock Relays14thApr 20, 2019"
737,23.99,,RYAN GALLAGHERGarnet Valley,2020,"Central League Individual Champs16thMay 8, 2019"
737,23.99,,TAREEF HOWEFranklin High School,2020,"PIAA District 12 AAA Championships17th PMay 15, 2019 - May 16, 2019"
737,23.99,,RAHFEESE FEARSAmbler Olympic Club,,"AAU Mid-Atlantic District Qualifier42ndJun 14, 2019 - Jun 16, 2019"
744,24,,AUXENCE MADJOUEWilliam Allen,2020,"East Stroudsburg South vs William Allen1stApr 8, 2019"
744,24,,IAN PAULShamokin Area,2021,"PHAC South 9-103rdMay 4, 2019"
744,24,,TYLER CAREYRiverside (2),2020,"PIAA District 2 AA Championship5thMay 15, 2019"
744,24,,NATHAN ROBYHempfield Area (7),2020,"Lady Spartan/Wildcat Invitational6th PApr 13, 2019"
744,24,,DAVE MARCHEWKAConnellsville,2019,"Lady Spartan/Wildcat Invitational6thApr 13, 2019"
744,24,,PATRICK GERRITYWilliamsport Area,2021,"PIAA District 4 AA-AAA Championship8thMay 16, 2019 - May 18, 2019"
744,24,,MIQUEL RIVERAPenn Manor,2019,"Tim Cook Memorial Invitational13thMar 30, 2019"
744,24,,AUXENCE MADJOUEMt. Airy Track Club,,"AAU Mid-Atlantic District Qualifier43rdJun 14, 2019 - Jun 16, 2019"
752,24.01,,FODAY BANGURAMercersburg Academy,2022,"Mercersburg Early Season1stApr 9, 2019"
752,24.01,,TANNER LUNDSEYHollidaysburg Area,2021,"Punxsutawney vs. Indiana/Hollidaysburg2ndApr 30, 2019"
752,24.01,,RAY CROOMSWest Chester East,2019,"West Chester East vs. Downingtown East5thMar 27, 2019"
752,24.01,,MONTELL CARLOCKRinggold,2020,"Scott Frederick Mid Mon Track Classic5thApr 29, 2019"
752,24.01,,OWEN TOWNSRichland,2019,"Bedford Giant Eagle Invitational8thApr 6, 2019"
752,24.01,,ELI MORRISONCentral Columbia,2021,"Jim Taylor High School Classic (formerly Susq.HS Classic)10thApr 13, 2019"
752,24.01,,BRENDON HUEBNERArchbishop Ryan,2022,"31st Father Judge Relays24th PApr 17, 2019"
752,24.01,,TREVOR MELTONAmbler Olympic Club,,"AAU Mid-Atlantic District Qualifier44thJun 14, 2019 - Jun 16, 2019"
760,24.02,,BRADY CLARKNorthern Bedford,2021,"PIAA District V Championship Meet3rd PMay 15, 2019"
760,24.02,0.2,AMARYEH LUCKYEast Allegheny Wildcats Track,,"Three Rivers Association Championships8thJun 22, 2019 - Jun 23, 2019"
762,24.03,,JARETT ZELINSKYHoly Ghost Preparatory School,2019,"Faith Christian, Jenkintown at Holy Ghost Prep1stApr 8, 2019"
762,24.03,,CHRISTIAN GILMOREEast Stroudsburg Area South,2022,"East Stroudsburg South vs William Allen2ndApr 8, 2019"
762,24.03,,GAIGE GARCIASouthern Columbia Area,2020,"Southern Columbia vs Bloomsburg2ndApr 23, 2019"
762,24.03,,JOSEPH GRABWellsboro Area,2021,"Coudersport Sports Booster Invitational2ndMay 3, 2019"
762,24.03,,RIDGE SPENCERTroy,2021,"Northern Tier League School Championships6thMay 10, 2019"
762,24.03,,JOE BLAHOVECGreensburg Central Catholic,2022,"Lady Spartan/Wildcat Invitational7thApr 13, 2019"
762,24.03,,JOHN GASIEWSKIHoly Ghost Preparatory School,2019,"Neshaminy Invitational8th PMay 4, 2019"
762,24.03,,BRANDON OSSAFort Leboeuf,2020,"Erie County Track & Field Classic8thMay 9, 2019"
762,24.03,,BRADY DOWELLLoyalsock Township,2021,"Jim Taylor High School Classic (formerly Susq.HS Classic)12thApr 13, 2019"
762,24.03,,DAEGN GEHRISWilson (3),2021,"18th Bruce Dallas Invitational15thApr 6, 2019"
772,24.04,,QUAHIR SMITHKappa Diamond Dashers,2023,"UAGTCA 2019 Outdoor Championship Meet1stJun 1, 2019"
772,24.04,,DYLAN FARRONATOLewisburg Area,2019,"Loyalsock vs. Lewisburg2ndMar 26, 2019 - Mar 27, 2019"
772,24.04,,CARL FOWLERJuniata,2019,"Tri-Valley League Championships3rdMay 8, 2019"
772,24.04,,DAKOTA EBERLINWyalusing Valley Area,2019,"Northern Tier League School Championships7thMay 10, 2019"
776,24.05,,JARRED SIPESTussey Mountain,2020,"Tri-State2ndApr 24, 2019"
776,24.05,,JACK OEDEKOVENCathedral Prep,2020,"2019 Franklin Track & Field Invitational4thApr 13, 2019"
776,24.05,,ANTHONY CORTINASaint Marys Area,2019,"PIAA District 9 AAA and AA Championship4thMay 17, 2019"
776,24.05,,BENJAMIN POWERUnattached Club,,"GA 2019 All-Comers Track & Field Meet Series #36thJul 2, 2019"
776,24.05,,MASON GERHARTWeatherly Area,2020,"PIAA District XI AA Championship9th PMay 15, 2019 - May 16, 2019"
776,24.05,,WILLIAM DEYOUNGBerks Catholic,2021,"90th Annual John H. Shaner Memorial Track Meet10th PMay 3, 2019 - May 4, 2019"
782,24.06,,DEMPSEY GLOVERCoudersport,2020,"Coudersport Sports Booster Invitational3rdMay 3, 2019"
782,24.06,,GAVIN DAVISNorthwest Area,2020,"PIAA District 2 AA Championship5th PMay 15, 2019"
782,24.06,,OWEN KANEBradford Area,2020,"PIAA District 9 AAA and AA Championship5thMay 17, 2019"
782,24.06,,KOLEOLA SONGONUGAStrath Haven,2020,"Lower Merion vs Marple Newtown, Strath Haven, Penncrest6thApr 10, 2019"
782,24.06,,RAYQWINE POPEPhiladelphia Striders,2020,"1st State Outdoor Track Classic7thJun 1, 2019"
782,24.06,,MARCUS PRUYFairfield Area,2021,"PIAA District 3 AA Championships8th SMay 17, 2019 - May 18, 2019"
782,24.06,,HOYT BOWERWarrior Run,2020,"Jim Taylor High School Classic (formerly Susq.HS Classic)13thApr 13, 2019"
782,24.06,,NIYEEM SLOCUMCheltenham,2021,"11th Annual Jack Armstrong Invitational Track and Field Meet14th PApr 17, 2019"
782,24.06,,DEJUAN RUSSELLStrath Haven,2019,"Caravel Academy Invitational18thApr 13, 2019"
791,24.07,,MOSHEH FRANCISCristo Rey Philadelphia,2021,"Penn Jersey League Meet 24thMay 2, 2019"
791,24.07,,STEPHEN BROWNMethacton,2019,"12th Annual Viking Invitational22nd PApr 13, 2019"
791,24.07,,MASON RIDGWAYMethacton,2019,"14th Annual Hoka One One Henderson Invitational55thMay 3, 2019"
794,24.08,,TROY MCIEWaynesburg Central,2019,"Section 6-AA Track & Field Championships2ndApr 24, 2019"
794,24.08,,TANNER PECKDowningtown West,2021,"Downingtown East vs. Avon Grove vs. Downingtown West5thApr 10, 2019"
794,24.08,2.7,JONATHAN DURHAMForce Fields Track Club,2020,"2019 Mid-Atlantic USATF JO T&F Championships7th PJun 8, 2019 - Jun 9, 2019"
794,24.08,,NOAH SCHLESSINGERPenn Trafford,2019,"Lady Spartan/Wildcat Invitational8th PApr 13, 2019"
794,24.08,,DARIEL GARCIA NUNEZReading,2022,"90th Annual John H. Shaner Memorial Track Meet11th PMay 3, 2019 - May 4, 2019"
794,24.08,,EVAN BUSACKWyomissing Area,2020,"90th Annual John H. Shaner Memorial Track Meet12th PMay 3, 2019 - May 4, 2019"
794,24.08,,AJ FLETCHERFreedom (11),2021,"Red & Black Invitational22ndApr 18, 2019"
801,24.09,,ELIJAH KRELLMillersburg,2021,"Tri-Valley League Championships5thMay 8, 2019"
801,24.09,,PARKER ZONTSHollidaysburg Area,2022,"PIAA District 6 AAA Championships6th PMay 16, 2019"
801,24.09,,TUCKER DUNNGeneral McLane,2019,"Rock Relays16thApr 20, 2019"
801,24.09,,KELTON DOCCHIOEllwood City,2020,"Butler Invitational - 55th Annual27thApr 18, 2019"
805,24.1,,ALEX GONZALEZSchuylkill Valley,2020,"Wyomissing at Schuylkill Valley1stApr 30, 2019"
805,24.1,,MASON SMELANDPalisades,2021,"Catasauqua @ Palisades3rdApr 16, 2019"
805,24.1,,SEAN CAMPBELLTowanda,2021,"Northeast Bradford, Towanda, and Wyalusing3rdMay 2, 2019"
805,24.1,,LANE COCHRANEUnion City Area,2021,"Erie County Track & Field Classic11thMay 9, 2019"
805,24.1,,CHRIS MOHRAFairview,2019,"Erie County Track & Field Classic12thMay 9, 2019"
805,24.1,,JUSTIN KAUFMANGovernor Mifflin,2021,"90th Annual John H. Shaner Memorial Track Meet13th PMay 3, 2019 - May 4, 2019"
805,24.1,,MALKAM LAWRENCELancaster Catholic,2019,"17th Annual Black Knight Invitational24thApr 13, 2019"
805,24.1,,BOOPER JOHNSONConestoga Valley,2021,"17th Annual Black Knight Invitational25thApr 13, 2019"
805,24.1,,RICHIE LIDelaware County Christian School,2019,"Boys Delco Championship26th PMay 2, 2019 - May 4, 2019"
805,24.1,,CONNOR CHRISMANNorwin,2021,"46th Annual Baldwin Invitational36th PMay 3, 2019"
815,24.11,,CHRIS BELZRadnor,2021,"Central League JV/ Last Chance Meet3rdMay 10, 2019"
815,24.11,,JACOB HUMMELBellefonte Area,2022,"Mountain League Championships4thMay 7, 2019"
815,24.11,,DERRICK JOHNSONNeshaminy,2022,"Bensalem Invitational8thApr 13, 2019"
815,24.11,,AIDEN TOBINSouthern Lehigh,2022,"EPC/Colonial Conference Championships17th PMay 7, 2019 - May 8, 2019"
815,24.11,,DUSTIN REESEWyoming Area,2022,"PIAA District 2 AAA Championship18th PMay 16, 2019"
820,24.12,,PATRICK O'DONNELLUpper Merion,2020,"Trojan Track Classic9thMay 2, 2019"
820,24.12,,SYDNEY LEMONMifflinburg,2020,"PIAA District 4 AA-AAA Championship9thMay 16, 2019 - May 18, 2019"
820,24.12,,ISAAC POINTERCentral,2019,"Haverford Invitational13thMar 30, 2019"
820,24.12,,ALEX FOTIAEllwood City,2019,"MAC Meet13th PApr 24, 2019"
820,24.12,,JORDAN POLLARDReading,2019,"90th Annual John H. Shaner Memorial Track Meet14th PMay 3, 2019 - May 4, 2019"
820,24.12,,JORDAN SMITHGirard College HS,2020,"PW Colonial Classic15thApr 6, 2019"
820,24.12,,DEONSAE DORSEYWest Chester Track Club,,"AAU Region-02 National Qualifier16th PJun 28, 2019 - Jun 30, 2019"
820,24.12,,HERNAN ESPINALWilliam Allen,2019,"EPC/Colonial Conference Championships20th PMay 7, 2019 - May 8, 2019"
820,24.12,,ROBBIE WARDChartiers Houston,2020,"Pine-Richland Invitational22nd PMay 3, 2019"
829,24.13,,AUSTIN LONGHughesville,2019,"PHAC Track and Field Championships 201910thMay 11, 2019"
829,24.13,,CARSON REDDOxford Area,2020,"Whippet Invitational15thApr 6, 2019"
829,24.13,,CHRISTOPHER KLOBUCHIRKnoch,2019,"Pine-Richland Invitational23rd PMay 3, 2019"
829,24.13,,JACOB PORTERNorth Allegheny,2022,"46th Annual Baldwin Invitational37th PMay 3, 2019"
833,24.14,,DREW STEELEWest Chester East,2022,"West Chester East vs. Avon Grove6thApr 29, 2019"
833,24.14,0.7,CHRISTIAN LOEWEPenn Hills Eagles TC,,"Three Rivers Association Championships6thJun 22, 2019 - Jun 23, 2019"
833,24.14,,SHAWN MAXWELLUpper Darby,2021,"Strath Haven vs Upper Darby vs Ridley7thApr 29, 2019"
833,24.14,,BRYCE COLLINSRiverside (2),2020,"PIAA District 2 AA Championship7th PMay 15, 2019"
833,24.14,,JOSHUA BOWERSOXPhil-Mont Christian Academy,2020,"Bicentennial Athletic League Championships14th PMay 8, 2019 - May 9, 2019"
833,24.14,,ALEX MARTINNortheast HS,2019,"Philadelphia Public League Championships22nd PMay 8, 2019 - May 9, 2019"
839,24.15,,MELLO SANCHEZPurchase Line,2022,"Heritage Conference Championships5thMay 7, 2019"
839,24.15,,JAVON BREWSTERSolebury School,2022,"Penn Jersey League Meet 25thMay 2, 2019"
839,24.15,,MATT KLAPCHARCentral Bucks West,2021,"CB East, Souderton at CB West9thApr 16, 2019"
839,24.15,,OLIVER PETSCHMcDowell,2021,"Harbor Creek Track & Field Invitational10th PApr 13, 2019"
839,24.15,,SHAMAR REEDERCentral,2020,"12th Annual Viking Invitational23rd PApr 13, 2019"
844,24.16,,ANDREW PURDYNew Hope-Solebury,2019,"BAL League (NHS-Plum)1stApr 9, 2019"
844,24.16,,MARCEL HOLLYFIELDTaylor Allderdice,2021,"PIAA District 8 AAA Championships2nd PMay 9, 2019 - May 11, 2019"
844,24.16,,DEVYN SCIENCEYough,2019,"Norwin Last Chance Meet4thMay 7, 2019"
844,24.16,,RYAN VANOVERSolanco,2021,"Leonard Stephan Invitational5th PApr 13, 2019"
844,24.16,,CHIGOZIE NZEHUpper Darby,2019,"Upper Darby v Lower Merion v Garnet Valley6thApr 23, 2019"
844,24.16,,THOMAS GREENNorth Penn,2020,"CB West, North Penn @ CB South9thMar 23, 2019"
844,24.16,,SPENCER DOUGHTYMechanicsburg Area High School,2019,"Shippensburg 93rd Jack Roddick HS Invitational20thApr 20, 2019"
851,24.17,,RYAN TRUAXKarns City,2019,"Redbank Valley vs. Karns City3rdMay 2, 2019"
851,24.17,,JUSTIN GALLUPSmethport Area,2020,"Coudersport Sports Booster Invitational4thMay 3, 2019"
851,24.17,,KALEB BROWNWilson (3),2021,"Leonard Stephan Invitational6th PApr 13, 2019"
851,24.17,2,TREVOR GRAYQuakertown,2021,"Pennsylvania Track Classic17th PMar 30, 2019"
851,24.17,,JOSENLLY MARTINEZPenn Manor,2021,"17th Annual Black Knight Invitational27thApr 13, 2019"
851,24.17,,TYLER HILLSeton-LaSalle,,"46th Annual Baldwin Invitational40th PMay 3, 2019"
857,24.18,,BRAYDEN LONGShikellamy,2021,"Selinsgrove at Shikellamy3rdMay 7, 2019"
857,24.18,,NICK NUNNALLYCarlisle,2019,"Carlisle vs Cumberland Valley5thApr 23, 2019"
857,24.18,-1.4,QUINCY HARDISONHershey Blaze Track Club,2020,"USATF Youth Outdoor Track and Field Championship10th PJun 25, 2019 - Jun 30, 2019"
857,24.18,,SEAN STEFFENCentral Cambria HS,2019,"PIAA District 6 AA Championships13th PMay 15, 2019"
857,24.18,,JEREMNY KOHNPerkiomen Valley,2020,"Pioneer Athletic Conference Championship18th PMay 10, 2019 - May 11, 2019"
857,24.18,,JANAASAH BOONEValley View,2020,"PIAA District 2 AAA Championship19th PMay 16, 2019"
863,24.19,,SELVIN MAYKOVICHBishop Carroll,2019,"United Invitational7th PApr 6, 2019"
863,24.19,,MAX HURLEMANWyomissing Area,2020,"Leonard Stephan Invitational7th PApr 13, 2019"
863,24.19,,NOAH LENNONAvon Grove,2022,"West Chester East vs. Avon Grove7thApr 29, 2019"
863,24.19,,DANIEL KOZELAvon Grove,2021,"West Chester East vs. Avon Grove7thApr 29, 2019"
863,24.19,,TAD SHELLENBERGERJuniata,2020,"Tri-Valley League Championships7thMay 8, 2019"
863,24.19,,CHERNAR BAHPennsbury,2022,"Montgomery Memorial Track and Field Meet10thMay 2, 2019"
863,24.19,,JOSH JACKSONOwen J. Roberts,2020,"Warrior Invitational14thApr 12, 2019"
863,24.19,,LUCAS OLCOTTShenango,2019,"MAC Meet14th PApr 24, 2019"
863,24.19,,SHAAMIL STANFORDBelmont Charter High School,2021,"PIAA District 12 AA Championships17th PMay 15, 2019 - May 16, 2019"
863,24.19,,JOSH HOOPERCrestwood,2020,"PIAA District 2 AAA Championship20th PMay 16, 2019"
863,24.19,,CAMERON MORANTrinity (7),2019,"Pine-Richland Invitational24th PMay 3, 2019"
863,24.19,,SETH PETERSONNazareth Area,2019,"Red & Black Invitational26thApr 18, 2019"
863,24.19,,JAKOB PETERSONFairview,2020,"Butler Invitational - 55th Annual30thApr 18, 2019"
876,24.2,-1.2,MASON CLABAUGHDelone Catholic,2020,"Adams County Track & Field Classic4thApr 5, 2019"
876,24.2,,BRAYDEN ADAMSAltoona Area,2022,"Central Mountain @ Altoona4thApr 9, 2019"
876,24.2,,MJ TERRYMahanoy Area,2019,"11th Olympian Invite6thMay 3, 2019"
876,24.2,,CURTIS LAKEFrankford,2019,"Philadelphia Public League Championships23rd PMay 8, 2019 - May 9, 2019"
876,24.2,,EVAN CLARKCentral Bucks East,2022,"12th Annual Viking Invitational24th PApr 13, 2019"
881,24.21,,JORY HIRSHMANJack M. Barrack Hebrew Academy,2021,"PA Independent School Athletic Association (PAISAA) Championship14thMay 18, 2019"
881,24.21,,KAMRIN VAUGHNPenncrest,2021,"Boys Delco Championship27th PMay 2, 2019 - May 4, 2019"
881,24.21,,CONNOR RUARKAvon Grove,2021,"17th Annual Black Knight Invitational28thApr 13, 2019"
884,24.22,,DOM BARCANorwin,2022,"Norwin 9th and 10th Invitational2ndApr 25, 2019"
884,24.22,,TRISTON HILLIMANPocono Mountain East,2019,"East Stroudsburg South vs Pocono Mountain East3rdApr 1, 2019"
884,24.22,,AJANI KNOWLESChurch Farm School,2021,"Dock Mennonite Academy-Church Farm School-Jenkintown3rdApr 30, 2019"
884,24.22,,NATE WRACHERBedford,2022,"PIAA District V Championship Meet4th PMay 15, 2019"
884,24.22,,CHASE HOFFMANKennett,2020,"American Division Open7thMay 1, 2019"
884,24.22,,CHRISTOPHER MENDOZAWest Chester East,2020,"Ches-Mont Championship34thMay 8, 2019"
890,24.23,,CHRIS MOSSSusquehannock,2020,"Ray Geesey Track and Field Invitational6thApr 26, 2019"
890,24.23,,COLE THIECLakeview,2020,"Oil Country Invitational6thMay 4, 2019"
890,24.23,,CHRIS AVILESMilton Area,2022,"PHAC Track and Field Championships 201913thMay 11, 2019"
890,24.23,,JAKE ROSESouthern Columbia Area,2022,"Jim Taylor High School Classic (formerly Susq.HS Classic)14thApr 13, 2019"
890,24.23,,PRANAV PEDDAMALLAGarnet Valley,2021,"Whippet Invitational16thApr 6, 2019"
890,24.23,,KHYREE MARSHALLEast Allegheny,2019,"TSTCA Outdoor Championship25thApr 13, 2019"
896,24.24,,AVERY SLOANHollidaysburg Area,2022,"Punxsutawney vs. Indiana/Hollidaysburg3rdApr 30, 2019"
896,24.24,,ROMAN KUHNDock Mennonite Academy,2022,"Dock Mennonite Academy-Church Farm School-Jenkintown4thApr 30, 2019"
896,24.24,,DYLAN RIEDELCorry Area,2020,"20th City of Hermitage Track and Field Invitational12thApr 27, 2019"
896,24.24,,PAUL NICHOLASCentral Bucks West,2020,"Knights Invitational14thApr 4, 2019"
896,24.24,,SEAN BADESSAWarwick,2020,"Lebanon-Lancaster League Championship14th PMay 10, 2019 - May 11, 2019"
896,24.24,,TARIUS JACKSONConestoga Valley,2021,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med15thApr 26, 2019"
896,24.24,,LUKE WENGERPalmyra,2019,"18th Bruce Dallas Invitational16thApr 6, 2019"
896,24.24,,KIERAN MCDONOUGHMount Lebanon,2020,"P3R South Fayette Invitational16thApr 27, 2019"
896,24.24,,JORDAN DEMUSChartiers Valley,2021,"TSTCA Outdoor Championship26thApr 13, 2019"
905,24.25,,GIANKIRK KIMMELLPottstown,2019,"Phoenixville vs Pottstown HS1stApr 3, 2019"
905,24.25,,DAOUD SYLLAUnattached Club,,"GA 2019 All-Comers Track & Field Meet Series #37thJul 2, 2019"
905,24.25,,SHENOUDA ABDEL MALAKUpper Merion,2020,"Trojan Track Classic10thMay 2, 2019"
905,24.25,,ISAIAH WAYWyalusing Valley Area,2022,"Northern Tier League School Championships10thMay 10, 2019"
905,24.25,,QUADIR THOMASBeaver Falls,2022,"MAC Meet15th PApr 24, 2019"
905,24.25,,TYLER VICARIParkland,2021,"ASD Invitational16thApr 18, 2019"
905,24.25,,JONATHAN JEFFREYChambersburg,2020,"Shippensburg 93rd Jack Roddick HS Invitational23rdApr 20, 2019"
912,24.26,,ANTWOINE CARTERGreencastle-Antrim,2019,"Antrim Way Honda Rt. 16 Last Chance Invite3rdMay 6, 2019"
912,24.26,,ABHIMANYU NANGUNOORICentral Bucks West,2020,"Quakertown at CB West4thApr 30, 2019"
912,24.26,1.1,OTHELLO ADJEPONGSt Luke Spirit,2017,"2019 Mid-Atlantic USATF JO T&F Championships4th PJun 8, 2019 - Jun 9, 2019"
912,24.26,,WILLIAM OWENBlue Mountain,2019,"Schuylkill League Track and Field Championships11th PMay 7, 2019 - May 8, 2019"
912,24.26,,MARCUS YEARWOODPalisades,2021,"EPC/Colonial Conference Championships18th PMay 7, 2019 - May 8, 2019"
912,24.26,,MIKE TORCINIMethacton,2020,"Pioneer Athletic Conference Championship20th PMay 10, 2019 - May 11, 2019"
912,24.26,,FRANK MIELEElizabethtown Area,2019,"17th Annual Black Knight Invitational30thApr 13, 2019"
912,24.26,,CARLOS THOMPSON-JACKSONMilts 4 Life Track Club,2021,"AAU Mid-Atlantic District Qualifier49thJun 14, 2019 - Jun 16, 2019"
912,24.26,,ALEX VEITHFriends' Central,2020,"14th Annual Hoka One One Henderson Invitational58thMay 3, 2019"
921,24.27,,OSIRIS HEMPHILLBloomsburg,2019,"Mount Carmel Area Breslin Invitational8thApr 18, 2019"
921,24.27,,FRANCISCO ORTIZPottsville Area,2019,"Schuylkill League Track and Field Championships13th PMay 7, 2019 - May 8, 2019"
921,24.27,,HENRY BANKS BRANDSTADTERSpringside Chestnut Hill Academy,2022,"Inter-Ac League Championships14thMay 9, 2019 - May 11, 2019"
921,24.27,,JUDE FRANCZYKSpringfield Township (Montco),2020,"PW Colonial Classic16thApr 6, 2019"
921,24.27,,BRANDON FOTIBUElizabethtown Area,2019,"17th Annual Black Knight Invitational31stApr 13, 2019"
926,24.28,,DEONSAE DORSEYWest Chester Henderson,2018,"1st State Outdoor Track Classic8thJun 1, 2019"
926,24.28,,JOSEPH LEWISAmbler Olympic Club,,"AAU Mid-Atlantic District Qualifier17thJun 14, 2019 - Jun 16, 2019"
926,24.28,,VICTOR BILLARDTwin Valley,2020,"90th Annual John H. Shaner Memorial Track Meet17th PMay 3, 2019 - May 4, 2019"
926,24.28,,GAVIN BIRCHStrath Haven,2019,"Central League Individual Champs18thMay 8, 2019"
930,24.29,,NIKKO SEGARRABethlehem-Center,2020,"Section 6-AA Track & Field Championships3rdApr 24, 2019"
930,24.29,,WYATT BRAYPleasant Valley High School,2020,"Cavalier Invitational4thApr 30, 2019"
930,24.29,,KYRELL WILLIAMSHarrisburg High School,2020,"Harrisburg vs Cumberland Valley4thApr 30, 2019"
930,24.29,,GAVIN GARCIASouthern Columbia Area,2022,"4th Annual Don Wilhour Selinsgrove Classic9thApr 6, 2019"
930,24.29,2,RYAN LOCKTOSHSwift Arrow Track Club,2021,"Three Rivers Association Championships10thJun 22, 2019 - Jun 23, 2019"
930,24.29,,MICHAEL MCDONAUGHLaSalle College High School,2019,"Knights Invitational15thApr 4, 2019"
930,24.29,,MICHAEL FANNONWest Chester Rustin,2020,"Rustin Invitational23rdApr 17, 2019"
930,24.29,,ALEXANDER KARENBAUERButler,2020,"Pine-Richland Invitational25th PMay 3, 2019"
930,24.29,,ISSAC CAVILLPittston Area,2020,"Red & Black Invitational27thApr 18, 2019"
930,24.29,,ISRAEL FONSECAEngineering & Science,2017,"Lower Merion Invitational27thMay 4, 2019"
940,24.3,,KOLE HURLERWilliamson,2020,"Troy, Williamson, and Wyalusing2ndMar 26, 2019"
940,24.3,,MICHAEL BERDARBethlehem-Center,2019,"WCHS vs B-C Dual Meet3rdApr 9, 2019"
940,24.3,,MARSHALL FOWLERPennridge,2020,"Pennridge at CB West (BOYS)6thApr 9, 2019"
940,24.3,,BRIAN WILLIAMSWyoming Area,2020,"Red & Black Invitational28thApr 18, 2019"
944,24.31,,CAMERON RUSSELLCranberry,2021,"Redbank Valley vs. Cranberry2ndApr 16, 2019"
944,24.31,,DONNY PATTISONBradford Area,2019,"Punxsutawney vs. Bradford3rdMay 7, 2019"
944,24.31,,ISAIAH GRUNDENCumberland Valley,2020,"Harrisburg vs Cumberland Valley5thApr 30, 2019"
944,24.31,,TANNER ILGENPenns Valley Area,2022,"Mountain League Championships5thMay 7, 2019"
944,24.31,,CADIN EBERSOLENorthern Bedford,2021,"PIAA District V Championship Meet5th PMay 15, 2019"
944,24.31,,JAKE BAKERWest Middlesex,2019,"2019 Franklin Track & Field Invitational6thApr 13, 2019"
944,24.31,,NATHAN HILLIARDKiski Prep,2019,"Redbank Invitational6thMay 9, 2019"
944,24.31,,JACOB SCHIELPunxsutawney Area,2019,"PIAA District 9 AAA and AA Championship6thMay 17, 2019"
944,24.31,,LANDON MCINTRYEPennridge,2021,"Explorers Invitational8thApr 12, 2019"
944,24.31,,JON WALTERCentral Bucks East,2019,"Neshaminy Invitational9th PMay 4, 2019"
944,24.31,,TRACY KERRMontrose,2019,"PIAA District 2 AA Championship9th PMay 15, 2019"
944,24.31,,KAMERON SCHREFFLERLewisburg Area,2020,"4th Annual Don Wilhour Selinsgrove Classic10thApr 6, 2019"
944,24.31,,JAYDEN BROWNECouncil Rock South,2020,"S.O.L. National Conference Championships14th PMay 10, 2019 - May 11, 2019"
957,24.32,,KEENAN DIETZMidd-West High School,2019,"Lewisburg vs Midd-West3rdApr 11, 2019"
957,24.32,,DEVIN BARRENPittsburgh Central Catholic,2022,"Marcie Peaco (SV) Freshman/Sophomore Invite3rdApr 18, 2019"
957,24.32,,BLAKE EWASKEYCentral Bucks West,2019,"Quakertown at CB West5thApr 30, 2019"
957,24.32,,ANGELO SILVAGNIMontoursville Area,2020,"22nd Annual LHU High School Classic14thApr 27, 2019"
957,24.32,,MARKESE THOMAS-WASHINGTONWest Chester East,2019,"Ches-Mont Championship37thMay 8, 2019"
